name,lat,lon,type,opening_hours
Adiba Beauty Parlors,23.808232,90.372896,shop_beauty,
Adiba Cycle Store,23.717778,90.406986,shop_bicycle,
Adiba Pharmacy,23.554416,90.533173,pharmacy,
Adiba Toiyeba bostraloy,23.815301,90.374153,shop_clothes,
"Adil motors and hardware, Hardware store",23.939478,89.849359,shop_hardware,
Adip Supper Market,24.219408,90.412578,marketplace,
"Aditya Motors, Bike wash",24.379452,89.931392,shop_motorcycle,
Adklimatul Quran Madrasah,23.737003,90.3634,school,
Administrative Building,24.441291,90.774993,college,
Adnan Enterprise,23.708803,90.420728,shop_hardware,
Adnan General Store,23.74356,90.386965,shop_yes,
Adnan staitionary,23.878209,90.259009,shop_variety_store,
Adonis Mens Grooming Salon,23.788783,90.416278,shop_hairdresser,
Ador Bhai Fashion,23.784904,90.367421,shop_optician,
Ador Store,23.84953,90.387719,shop_variety_store,
Adorsho Accademy Gendariya,23.702555,90.427163,school,
Adorsho Bostro Bitan আদর্শ বস্ত্র বিতান,23.895789,90.406829,shop_clothes,
Adorsho Dental Care(আদর্শ ডেন্টাল কেয়ার),23.817176,90.3683,clinic,
Adorsho Medical Hall(আদর্শ মেডিক্যাল হল),23.81687,90.372584,pharmacy,
Adorsho Paultry Firm,23.758348,90.411406,shop_yes,
Adrita Pharma,23.761393,90.362012,pharmacy,
Adroit Media,23.735245,90.388659,shop_gift,
Advance Electro Trading,23.738878,90.389092,shop_electronics,
Advance Engineering & Tachnology,23.908494,90.292699,shop_wholesale,
Advance Healthcare For Women,23.777001,90.364659,clinic,
Advance Hospital Ltd.,23.762546,90.436634,hospital,
Advance Multimedia,23.7391,90.389583,shop_video,
Advance Office Equipment,23.730449,90.416152,shop_stationery,
Advance School for Special Children,23.771913,90.366497,school,
Advanced Laser Cosmetic and Skin Care Center,23.741404,90.383021,clinic,
Adventist International Mission School,24.059552,90.223833,school,
Aeysa aktar villa,23.708755,90.419062,shop_bakery,
Afaz Uddin's Pharmacy,24.223053,90.757255,pharmacy,
Afia CNG & Filling Station Co. Ltd. -2 আফিয়া সিএনজি এন্ড ফিলিং ষ্টেশন -২,23.639097,90.592643,fuel,
Afia Medical Hall(আফিয়া মেডিকেল হল),23.828454,90.361597,pharmacy,
Afia Medicine Corner(আফিয়া মেডিসিন কর্নার),23.8289,90.365841,pharmacy,
Afia Shoes,23.78509,90.367343,shop_shoes,
Afifa Electric and Electronics,23.940092,90.270936,shop_electronics,
Afiyat Medical center,23.77054,90.355545,pharmacy,
Afnan Drug House,23.844977,90.387654,pharmacy,
Afnan Fiber Glass Deutin,23.716443,90.406819,shop_hardware,
Afra Pharmacy,23.758663,90.355778,pharmacy,
Afreen Medical Hall,23.737489,90.449483,pharmacy,
Afrin Furniture,23.844225,90.387416,shop_furniture,
Afrin Homeo Hall,23.751481,90.361802,pharmacy,
Afrin Pharmacy,23.603457,89.837512,pharmacy,
Afrin general store,23.754353,90.408964,shop_convenience,
Afroza Buildres,23.613706,89.854377,shop_yes,
Afsan Laundry and Dry Cleaner,23.718069,90.425275,shop_laundry,
Afsana Shoes,23.785198,90.367327,shop_shoes,
Afsar Enterprice,23.716665,90.344759,shop_yes,
Afsar Memorial High School,24.022059,89.984299,school,
Aftab CNG Station,23.903599,90.399518,fuel,
Aftab DIgital Diagonestcis Center,23.605159,89.836897,hospital,
Aftab Memorial Academy(আফতাব মেমোরিয়াল একাডেমি),23.821452,90.368447,school,
Aftab Motors,23.7079,90.412607,shop_car_parts,
Aftab Restaurant,23.723439,90.40015,restaurant,
Aftab Restaurant,23.738818,90.374756,restaurant,Mo-Su 07:00-22:00
Aftab Restaurant and Kabab,23.739266,90.375333,restaurant,07:00-23:00
Aftab Uddin Sarkar Adarsha High School,23.879449,90.426753,school,
Aftab store,23.703457,90.420329,shop_general,
Aftab uddin School And College,24.200893,90.915634,school,
Afzal Brothers Filling Station আফজাল ফিলিং ষ্টেশন,23.842068,90.256668,fuel,
"Afzal General Store, General store",24.037013,90.388376,shop_yes,
Afzal Shoes,24.41661,90.652246,shop_shoes,
Afzal Shoes,23.473753,90.2627,shop_shoes,
"Afzal Steel & Thai House, Keraniganj",23.688658,90.401512,shop_yes,
Afzal Textile,23.869075,90.668648,shop_clothes,
Afzal Trading,23.715286,90.406847,shop_trade,"Mo, We-Su 09:00-21:00"
"Ag-Elasin Government Primary School, School",24.12249,89.897427,school,
Aga Khan School,23.860989,90.402337,school,
"Agamoni Transport & Cargo Service, Transportation service, Nabab Katar, Charkharpul, Dhaka",23.723714,90.401329,shop_travel_agency,
"Aganagar Government Primary School, Jhaubari Graveyard, Keraniganj",23.706074,90.400144,college,
Agargaon Bazar,23.783433,90.377948,shop_supermarket,
Agargaon Metro Station,23.778047,90.380266,shop_ticket,Mo-Su 08:00-20:30
Agargaon pharmacy and departmental store,23.781005,90.368616,pharmacy,
Agarsindu Filling Station,24.257062,90.684317,fuel,
Agiba Store,23.733452,90.365843,shop_convenience,
Agira N N CNG Filling Station,23.854189,90.661642,fuel,
Agomon CNG & Filling Station আগমন সি এন জি এন্ড ফাইলিং ফীলিং স্টেশন,23.628695,90.601917,fuel,
Agora,23.788775,90.416398,shop_supermarket,
Agora,23.741958,90.411816,shop_convenience,
Agora,23.801165,90.354704,shop_supermarket,
Agora,23.859445,90.401542,shop_supermarket,
Agora,23.765079,90.358405,shop_supermarket,
Agora,23.758003,90.386268,shop_supermarket,
Agora,23.824226,90.364519,shop_department_store,
Agora,23.809472,90.368887,marketplace,
"Agora - Gausul Azam Avenue, Uttara",23.86921,90.389439,shop_convenience,
Agora Segunbagicha,23.733045,90.408099,shop_supermarket,
Agora Super Shop,23.738563,90.409015,shop_supermarket,
Agrani Bank,23.741938,90.391774,bank,
Agrani Bank Atm,22.966141,89.817124,atm,
Agrani Bank Limited,23.827881,90.364435,bank,Su-Th 10:00-15:30
Agrani Bank Limited,23.872633,90.401068,bank,
Agrani Bank Limited,24.418222,90.651924,bank,
Agrani Bank Limited,22.966031,89.817165,bank,
Agrani Bank Limited,23.720997,90.41285,building_commercial,
"Agrani Bank Limited, Badda Branch",23.77869,90.425862,bank,
"Agrani Bank Limited, Gulshan Corporate Branch",23.780583,90.418325,bank,
Agrani Bank Ltd,24.328076,90.679925,bank,
Agrani Bank Ltd,24.250982,90.683313,bank,
Agrani Bank PLC,23.769921,90.400859,bank,
Agrani Bank PLC,23.797583,90.353726,bank,
Agrani Bank PLC | Head Office,23.727275,90.419013,bank,
"Agrani Bank PLC, Bank",23.804436,90.227252,bank,
"Agrani Bank PLC, Public sector bank, Shahbag Rd, Dhaka",23.738199,90.393342,bank,
Agrani Bank অগ্রণী ব্যাংক,24.437671,90.777185,bank,
Agrani Bank-অগ্রনী ব্যাংক,24.230262,90.051355,bank,
Agrani DOER Banking,24.051139,90.871014,bank,
"Agrani Model College, College",23.992448,90.381926,college,
Agrani Restaurant অগ্রণী রেস্টুরেন্ট,23.783271,90.347403,restaurant,
Agrani School & College,23.729161,90.383126,shop_bookmaker,
Agrani School and College,23.728986,90.3834,school,
Agrani bank Ltd-Baroicha Agent Banking_Bhairab bazar sakha,24.05113,90.870087,bank,
Agrani bank ltd,22.965992,89.817144,bank,
"Agricultural Training Institute, Faridpur",23.575617,89.793329,college,
"Agriculture Training Institute (A.T.I), College",23.907134,90.063314,college,
Agroni Bank LTD,23.791079,90.375285,bank,
"Agrovim Ltd.,Faculty of pharmacy",23.798514,90.251991,pharmacy,
Agun Kabab,23.752552,90.418697,restaurant,
Ahad Electronics,23.817331,90.356105,shop_electronics,
Ahad Lace,23.703573,90.419323,shop_clothes,
Ahammed Pharma,23.759027,90.36474,hospital,
Ahana Jewelrs,23.792329,90.388066,shop_jewelry,
Ahasan Electro Zone,23.809621,90.372907,shop_electronics,
Ahasan Pharmacy,23.8076,90.378424,pharmacy,"09:00-13:30,15:30-24:00"
Ahely,23.79277,90.406588,restaurant,
Ahesania Libray,23.214319,89.696623,shop_books,
Ahhare!!!,23.808792,90.360655,restaurant,
Ahmad Gas Service,23.754499,90.410367,fuel,
Ahmad Pharmacy,23.860815,90.260374,pharmacy,
Ahmadia General Store,23.845297,90.387635,shop_yes,
"Ahmed Bawany Academy School and College, Kassabtuly/Kasaituly Ln, Dhaka",23.714,90.404264,school,
Ahmed Burger Shop,23.708459,90.414738,restaurant,
"Ahmed Filling And CNG, Gas station",24.270914,90.395765,fuel,
Ahmed Food Plaza,23.818149,90.365766,restaurant,
Ahmed Jewellery,23.758391,90.411901,shop_jewelry,
Ahmed Medicine,23.751878,90.378097,pharmacy,
Ahmed Oushodhalay,23.810339,90.367911,pharmacy,
Ahmed Oushodhaloy,23.812481,90.425283,pharmacy,
Ahmed Pharmacy,23.7785,90.354891,pharmacy,09:00-11:00
Ahmed Pharmacy,23.738844,90.374835,pharmacy,Mo-Su 09:00-21:00
"Ahmed Specialized Hospital, Mazed Sardar Road, Nimtoli Ln, Dhaka",23.72368,90.400973,hospital,
Ahmed’s General Store,23.771563,90.425426,shop_convenience,
Ahmmed Clothes Store,23.732978,90.384711,shop_clothes,"Mo, We-Su 09:00-21:00"
Ahnaf Chinese Food,23.738593,90.39298,fast_food,"Mo-Th,Sa-Su 10:00-22:00; Fr off"
Ahona Pharmacy,23.744111,90.366192,pharmacy,Mo-Su 09:00-21:00
Ahsan Habib General Store,23.751418,90.406159,shop_general,
Ahsan Publication,23.750818,90.409127,shop_bookmaker,
Ahsan Publication,23.738636,90.391142,shop_books,
Ahsan Shop,23.703846,90.419292,shop_grocery,
Ahsan Ullah Market,23.768398,90.352693,building_commercial,
Ahsania Pharmacy,23.81309,90.369434,pharmacy,"Sa-Fr 10:00-13:30, 17:00-24:00"
Ahsania Taat ghor,23.74557,90.384931,shop_clothes,Mo-Su 04:00-23:00
Ahsanullah Canteen,23.724079,90.393026,cafe,
Aibl Atm,23.602761,89.834637,atm,
Aichi Hospital,23.741004,90.478494,hospital,
Aid Japan Pharmacy,23.738413,90.377987,pharmacy,Mo-Su 00:00-12:00
Aim Computer & Communication System,23.738585,90.385458,shop_computer,
Aim Enterprise,23.800375,90.355215,shop_yes,
Air Asia,23.730272,90.416593,shop_ticket,Mo-Su 09:00-18:00
Air Con Electronics,23.787426,90.366942,shop_electronics,
Air Headquarter Bus Stop,23.817204,90.400453,bus_station,
Air Samin Irani,23.813768,90.423579,shop_clothes,
Airport Hotel & Restora,23.850618,90.409074,restaurant,6:00-24:00
Airport Optics,23.851484,90.412598,shop_optician,
Airport Pharmacy,23.793636,90.388248,pharmacy,
Airport Tailor's,23.851488,90.415726,shop_tailor,
Airtel Relationship Center এয়ারটেল ব্যাংকিং পয়েন্ট,23.885275,90.400407,shop_yes,
Airtel Relationship Center এয়ারটেল ব্যাংকিং পয়েন্ট,23.906011,90.399054,shop_yes,
Airtel Relationship Center এয়ারটেল ব্যাংকিং পয়েন্ট,23.624446,90.502495,shop_mobile_phone,
Airtel care service এয়ারটেল ব্যাংকিং পয়েন্ট,23.901721,90.412403,shop_yes,
Aisha Trade international,23.741962,90.392152,shop_electronics,"Mo,We-Su 10:00-20:00; Tu off"
Aishara Govt Primary School,24.288722,89.979464,school,
Aishara High School,24.289615,89.978786,school,
Aishwarya Sharee Center,23.746442,90.412201,shop_clothes,
Aitam Metarnity and General Hospital,23.769524,90.358059,hospital,
Aiysha Store,23.78435,90.410169,shop_tea,
Ajanta,23.733993,90.385018,shop_beauty,
Ajanta Tailor,23.734685,90.384923,shop_tailor,10:00-20:00
Ajhar Garments,24.416443,90.652884,shop_clothes,
Ajhar Garments,24.416493,90.652991,shop_clothes,
Ajiha General Store,23.843798,90.387368,shop_yes,
Ajij Pharmacy,23.757157,90.406952,pharmacy,
Ajmeer Electric,23.735084,90.385017,shop_electrical,
Ajmeri Pharma,23.772707,90.356124,pharmacy,
Ajmeri store,23.751223,90.404397,shop_variety_store,
Ajmir Electronics,23.735026,90.384928,shop_electronics,
Ajmol Departmental Store,23.699781,90.424428,shop_general,
Ajmot Ali CNG Filing Station,24.089382,90.183929,fuel,
Ajo Idea Space,23.870434,90.392161,restaurant,11:00-23:00
Ajwah,23.851336,90.412543,shop_pastry,
Ajwah,23.812364,90.424969,fast_food,
Ajwah,23.790412,90.387966,fast_food,
Ajwah,23.721744,90.42519,fast_food,
Ajwah Bake & Pastry,23.762501,90.359664,shop_confectionery,
Ajwah Bake & Pastry,23.760162,90.368405,shop_confectionery,
Akaid Pharmacy,23.777523,90.370818,pharmacy,
"Akash CNG Filling Station, Gas station",23.922039,90.137917,fuel,
Akash Dairy Feed and Medicine,23.592116,89.81568,shop_yes,
Akash Digital Studio,23.84465,90.388191,shop_photo_studio,
Akash Electronics,23.798244,90.351813,shop_electronics,
Akash Hair Fashion,23.810116,90.372657,shop_hairdresser,
Akash Hair Saloon,23.808107,90.372461,shop_beauty,
Akash Homeo,23.760196,90.363824,pharmacy,
"Akash Moni Market ~ Thatari Bazar, Gulistan Rd, Dhaka",23.721646,90.416369,marketplace,
Akash Pharmacy,24.254463,89.915601,pharmacy,
Akash Pharmecy,23.809169,90.368189,pharmacy,
Akash Plaza,23.876733,90.400689,building_commercial,
Akash Varieties store and Telecom,23.805673,90.253968,shop_supermarket,
Akash store,23.878333,90.25911,shop_yes,
Akasha Furniture,23.808855,90.364367,shop_furniture,
Akbar Cloth and Cosmetics,23.809056,90.362921,shop_convenience,
Akbar Hotel,23.712381,90.450882,restaurant,
Akbar Medical Hall,23.815361,90.370892,pharmacy,
Akbar Motors,23.712856,90.413985,shop_car_parts,
Akbar Steel House,23.714736,90.408517,shop_hardware,
Akbar Store আকবর স্টোর,23.547381,89.854107,shop_clothes,
Akbor Crockeris,23.844361,90.387417,shop_hardware,
Akbor Son's,23.751542,90.406294,shop_general,
Akbor Telecom,23.813719,90.371287,shop_money_transfer,"10:00-13:00, 14:00-00:00"
Akbor Tredurs,23.708188,90.423927,shop_hardware,
Akboria,23.760524,90.361881,shop_confectionery,
Akhi Electronics আঁখি ইলেক্ট্রনিক্স,24.07839,90.209867,shop_electronics,
Akhi Medicine Corner,23.724015,90.4001,pharmacy,
Akhi Moni General Store,23.844659,90.387937,shop_yes,
Akhi Priya Sweetmeat আখি প্রিয়া সুইটমিট,23.662491,90.455903,restaurant,
Akhi Shoe,23.848097,90.259982,shop_shoes,
Akhi Stationary,23.785423,90.425797,shop_stationery,
Akhi Store,23.785415,90.42623,shop_general,
Akhi general store,23.886976,90.262778,shop_yes,
Akhter Furnishers,23.803791,90.422774,shop_furniture,
Akhter Furniture Dhaka-Narayanganj Link Rd,23.63611,90.495065,shop_furniture,
Akhter Homeo Hall,23.706154,90.42196,shop_chemist,
Akib Cosmetics,23.848107,90.25922,shop_cosmetics,
Akib Filling Station,23.693712,90.538912,fuel,
Akid Design and Furniture,23.809209,90.361323,shop_furniture,
"Akij CNG Station Ltd., Gas station",23.84294,89.81107,fuel,
"Akij CNG filing Station, Gas station",24.241323,89.94448,fuel,
"Akij Food And Beverage Ltd., Food products supplier",23.909261,90.070932,shop_country_store,
"Akij Foundation School And College Manikganj, School",23.893546,90.033087,school,
Akij Foundation School and College,23.760111,90.353195,school,
Akik & Sifat Steel Corporation,23.71472,90.408517,shop_hardware,
Akiz Match Factory Ltd. আকিজ ম্যাচ ফ্যাক্টরি,23.575231,90.514928,pharmacy,
Akkas Ali Model School,24.214538,90.411329,school,
Akkhar Coaching Center(অক্ষর কোচিং সেন্টার),23.817012,90.373879,shop_chemist,
Aklima Store,23.998593,90.382578,shop_yes,
Akon Medical Hall,23.771962,90.347113,pharmacy,
Akon Medical Hall (আকন মেডিকেল হল),23.771991,90.347041,pharmacy,
Akondo Medicine Corner(আকন্দ মেডিসিন কর্নার),23.81674,90.374334,pharmacy,
Akorshon Bakery,23.751636,90.407079,shop_bakery,
"Akota Autos, Car repair and maintenance service",23.796704,90.340523,shop_car_repair,
Akota Shoes,23.559588,90.655794,shop_shoes,
Akota Shopping Complex একতা শপিং কমপ্লেক্স,24.07856,90.21013,shop_yes,
Akram Store,23.707434,90.421639,shop_general,
"Akran Bazar, Market",23.857598,90.312144,marketplace,
Akran High School,23.857568,90.31052,school,
Aks pharmacy,23.798224,90.364348,pharmacy,
Aktarujjaman,23.69576,90.427455,building_commercial,
Akter Gosto Bitan,23.844883,90.387648,shop_butcher,
Akter Medical,24.262687,89.923807,pharmacy,
Akter Pharmacy,24.254935,89.921563,pharmacy,
Akter Store,23.80935,90.372126,shop_general,
"Akter Workshop, Auto repair shop",24.673029,89.954321,shop_car_repair,
Akter's Shop,23.89131,90.299835,shop_tea,10:00-22:00
Akumunnessa Eye Clinic(আকুমুন্নেসা আই ক্লিনিক),23.818245,90.366055,hospital,
"Al - Haj Md. Ismail Memorial High School, Unnamed Road, Zajira",23.315174,90.377139,school,
Al -Falah Genarel Hospital & Diagnostic Center,23.721942,90.42895,hospital,
Al Alam Engineering Works আল আলম ইঞ্জিনিয়ারিং ওয়ার্কস,23.842278,90.25663,shop_car_repair,
Al Aman Restaurant,23.815329,90.366553,restaurant,
Al Amin Auto,23.789158,90.388168,shop_trade,
Al Amin Biryani Ghor,23.740371,90.433728,restaurant,
Al Amin D Showroom,23.814019,90.424652,shop_jewelry,
Al Amin Digital Studio,23.732627,90.415167,shop_photo_studio,
Al Amin Electric,23.757198,90.411515,shop_electronics,
Al Amin Electronics,23.785396,90.411273,shop_electronics,
Al Amin Enterprise,23.736285,90.389486,shop_gift,
Al Amin Haircut,23.848058,90.387722,shop_hairdresser,
Al Amin Hardware,23.758353,90.411597,shop_hardware,
"Al Amin Hotel And Restaurant, Restaurant",23.798972,90.25383,restaurant,
Al Amin Jomio Hall,23.846454,90.248217,pharmacy,
Al Amin Juyelaerge,23.865397,90.259448,shop_cosmetics,
Al Amin Laundry,23.762257,90.41442,shop_laundry,
Al Amin Medical Center,23.75985,90.365802,pharmacy,
Al Amin Medical Shop,23.759757,90.365805,pharmacy,
Al Amin Medicine Corner(আল আমিন মেডিসিন কর্নার),23.826884,90.368412,pharmacy,
Al Amin Pharmacy,23.794733,90.414678,pharmacy,
Al Amin Pharmacy,23.808789,90.378846,pharmacy,
Al Amin Pharmacy,23.554089,90.531888,pharmacy,
Al Amin Pharmacy,23.74829,90.432199,pharmacy,
Al Amin Pharmecy,23.758079,90.411534,pharmacy,
Al Amin Poultry Shop,23.815192,90.369599,shop_butcher,"PH,Mo-Su 07:00-23:00"
Al Amin Restaurant,23.796493,90.35019,restaurant,
Al Amin Rice,23.707407,90.421085,shop_general,
Al Amin Rice Agency,23.798782,90.351013,shop_department_store,
Al Amin Store,23.784355,90.412807,shop_general,
Al Amin Tea House,23.868995,90.383114,shop_tea,
Al Amin Telecom,23.785083,90.412077,shop_mobile_recharge,
Al Amin Verities Store,23.79819,90.337935,shop_variety_store,
Al Amir and Sons,23.77369,90.425563,shop_trade,
Al Amir and Sons,23.773737,90.425569,shop_trade,
Al Arabian,23.738701,90.374513,shop_confectionery,Mo-Su 09:00-22:00
Al Arabian,23.749334,90.426311,fast_food,
Al Arabian,23.81254,90.425461,cafe,
Al Arabian,23.752332,90.417988,restaurant,
Al Araf Pharma,23.770825,90.367932,pharmacy,
Al Arafa Islami Bank,23.80679,90.371058,bank,
